CLIENT_NUM,EN_CLIENT_NM_AN,FR_CLIENT_NM
282424,World Society for the Protection of Animals Canada,Société Mondiale pour la Protection des Animaux
282444,MARA Biofuels,MARA Biofuels
282464,null,Fonds de solidarité des travailleurs du Québec (F.T.Q.)
282484,GreenSaver,null
282504,Canadian Pacific Railway,null
282505,null,Conseil de la transformation alimentaire et des produits de consommation
282524,Haisla First Nation,null
282525,ASSOCIATION OF CANADIAN PUBLISHERS,null
282526,Douglas Channel Energy Partnership,null
282527,ASSOCIATION OF CANADIAN PUBLISHERS,null
282528,Lundbeck Canada Inc.,null
282544,Rick Kuzyk,null
282545,Rick Kuzyk,null
282564,GreenSaver,null
282584,Ducks Unlimited Canada,Canards Illimités Canada
282604,National Coalition Against Contraband Tobacco,La Coalition Nationale Contre Le Tabac de Contrebande
282624,The GEO Group(A travers le Groupe Parlementaire),null
282644,(CAMCD) Canadian Association of Medical Cannabis Dispensaries,(ACDCM) Association Canadienne de Dispensaires de Cannabis Médical
282665,BHP Billiton Canada Inc.,null
282684,TEXTRON SYSTEMS,null
282704,SEASPAN MARINE CORPORATION,null
282724,Canadian Electricity Association,L’Association canadienne de l’électricité
282744,Canadian Steel Producers Association,L'Association Canadienne des producteurs d'acier
282764,Muskoka Aircraft Refinishing,null
282824,Engineers Without Borders (Canada) Organisation,Ingenieurs Sans Frontieres (Canada) Organisation
282844,null,Oratoire Saint-Joseph du Mont-Royal
282864,Ontario Wood Products Export Association,null
282904,(CAMCD) Canadian Association of Medical Cannabis Dispensaries,(ACDCM) Association Canadienne de Dispensaires de Cannabis Médical
282905,(CAMCD) Canadian Association of Medical Cannabis Dispensaries,(ACDCM) Association Canadienne de Dispensaires de Cannabis Médical
282985,Alberta Milk,null
283024,null,KCI Capital Inc
283044,BHP Billiton Canada Inc.,null
283064,Royal Life Saving Society Canada,Société royale de Sauvetage du Canada
283065,Major International Events Network,Regroupement des événements majeurs internationaux
283085,ASSOCIATION OF CANADIAN PUBLISHERS,null
283104,Ned Goodman,null
283124,Teekay Shipping (Canada) Ltd.,null
283125,GCT Global Container Terminals Inc.,null
283144,GS1 Canada,GS1 Canada
283145,YAHM Systems Inc,null
283164,GS1 Canada,null
283184,null,BPR Inc.
283204,null,Association québécoise du transport aérien
283244,Canada Company: Many Ways to Serve,La Compagnie Canada: Plus d'un facon du Servir
283264,TOP ACES CONSULTING INC.,null
283284,Revera Inc.,null
283304,Babcock Canada,null
283324,The Canadian Clean Technology Coalition,null
283344,Canada Company: Many Ways to Serve /,La Compagnie Canada: Plus d'un facon du Servir
283364,Jazz Air Income Fund,null
283384,Ultra Electronics Canada,null
283404,Lakeland College,null
283424,Therapure Biopharma,null
283464,ATCO Ltd.,null
283484,Weight Watchers Canada Ltd.,null
283504,Alpine Helicopters Ltd.,null
283524,Canadian Publishers' Council,null
283544,null,Association des crabiers acadiens inc.
283564,NAV CANADA,null
283584,Westinghouse Electric Company LLC,null
283604,Globalive Wireless Management Corp.,null
283644,National Cattle Feeders'Association,Association Nationale Des Engraisseurs De Bovins
283684,Abbott Laboratories,null
283704,TransAlta Corporation,null
283724,Project Management Institute (PMI),null
283744,Imperial Oil Limited,null
283764,TransAlta Corporation,null
283765,TransAlta Corporation,null
283784,University of Toronto,null
283804,Workopolis,null
283824,Canadian Coalition Against Terror,null
283844,Proto Manufacturing Ltd.,null
283864,Nerds On Line,null
283865,Canadian Association of Defence and Security Industries (CADSI),Association des industries canadiennes de defense et de securite
283884,Abbott Laboratories,null
283904,Quebecor Inc.,null
283905,KGHM Ajax Mining Inc.,null
283906,Citibank Canada,null
283924,Canadian Ornamental Horticulture Alliance,Alliance canadienne de l'horticulture ornementale
283964,University of Toronto,null
283984,Gaz Metro Limited Partnership,Société en commandite Gaz Métro
283985,null,École de technologie supérieure
284004,null,École de technologie supérieure
284024,Canadian Coalition Against Terror,null
284064,Ducks Unlimited Canada,Canards Illimités Canada
284084,Gaz Metro Limited Partnership,Société en commandite Gaz Métro
284085,Gaz Metro Limited Partnership,Société en commandite Gaz Métro
284104,University of New Brunswick,null
284105,Quebecor Inc.,null
284106,Interactive Gaming Council Canada,null
284124,CanSIA (Canadian Solar Industries Association),null
284125,Capital One Bank (Canada Branch),null
284144,C2MTL,C2MTL
284146,Rio Tinto Alcan Inc.,null
284147,Astral Media,null
284184,ENCANA CORPORATION,null
284204,Canadian Boreal Initiative,null
284224,null,Assocation Québécoise des Entrepreneurs en Infrastructure (AQEI)
284244,ORACLE CANADA,null
284264,Coca-Cola Refreshments Canada,null
284284,Ontario Association of Residences Treating Youth,null
284304,West International Ltd.,null
284344,Gore Mutual Insurance Company,null
284364,Jazz Air Income Fund,null
284365,ORACLE CANADA,null
284384,Sherritt International Corporation,null
284404,The Kingdom of Saudi Arabia,null
284424,null,Association des Compagnies de Téléphone du Québec
284444,null,Groupe R&D
284464,Emirates Airline,null
284484,Canadian Music Publishers Association,null
284504,Dairy Farmers of Canada,Les Producteurs laitiers du Canada
284524,Atlantic Ballet Theatre of Canada,null
284545,UNIVERSITY OF ALBERTA (CAMPUS ST. JEAN),null
284546,Pulse Canada,null
284547,Trademark Oil,null
284548,EPCOR Centre for the Performing Arts,null
284549,Rocky Mountaineer Vacations,null
284550,National Marine Manufacturers Association,null
284551,Transat AT,null
284564,Equity Financial Holdings Inc.,null
284584,CANADIAN ASSOCIATION OF PETROLEUM PRODUCERS,null
284585,Canadian Energy Pipeline Association,association canadienne de pipelines d'énergie
284604,Mackenzie Valley Aboriginal Pipeline LP,null
284605,Association of Consulting Engineering Companies - Canada,Association des firmes d'ingénieurs-conseils - Canada
284624,Geomatics Industry Alliance,null
284644,SNC Lavalin,null
284664,Canadian Gas Association,null
284665,Coca-Cola Refreshments Canada,null
284684,GS1 Canada,null
284724,Agro-Hall Ltd.,null
284744,N-E Nova Scotia Snow Crab Association,null
284764,GSM Surface Tech,null
284784,Egg Farmers of Ontario,null
284824,The Haisla Nation,null
284825,Vision Ecoproducts Ltd,null
284844,Westinghouse Electric Company LLC,null
284884,Bioviteks Medical Products,Produits Médicaux Bioviteks inc.
284904,The Canadian Clean Technology Coalition,null
284905,The Canadian Clean Technology Coalition,null
284906,Canadian Energy Pipelines Association,association canadienne de pipelines d'energie
284924,Stonescape Inc.,Stonescape Inc.
284944,Dairy Farmers of Canada,Les Producteurs laitiers du Canada
284964,null,Conseil scolaire francophone de la Colombie-Britannique
284984,Bioniche Life Sciences Inc.,null
285004,Cytec Industries,null
285024,Multiple Sclerosis Society of Canada,Société canadienne de la sclérose en plaques
285044,National Coalition Against Contraband Tobacco,La Coalition Nationale Contre Le Tabac de Contrebande
285064,Re:Sound,Re:Sonne
285065,Re:Sound,Re:Sonne
285085,Sikorsky Aircraft Corporation,null
285086,Energy Policy Institute of Canada,null
285088,Energy Policy Institute of Canada,null
285090,Grain Farmers of Ontario,null
285091,Canadian Dental Association,L'Association dentaire canadienne
285104,Rick Hansen Man in Motion Foundation,null
285105,TAS Aviation,null
285124,Celestica,null
285125,Canadian Association of Broadcasters,L'Association canadienne des radiodiffuseurs (ACR)
285126,V+1 Composites Inc.,null
285144,Louisbourg Seafoods,null
285145,CANADA'S RESEARCH-BASED PHARMACEUTICAL COMPANIES (RX&D),null
285165,null,Conseil de la Nation Micmac de Gespeg
285184,Canadian Real Estate Association,L'association canadienne de l'immeuble
285204,null,9070-3257 Québec inc. (Construction Richard Champagne)
285284,SANOFI-AVENTIS CANADA,null
285285,Citibank Canada,null
285305,Ontario Processing Vegetable Growers,null
285306,Newmont Mining Corporation of Canada Limited,null
285324,Canadian Association of Broadcasters,L'Association canadienne des radiodiffuseurs (ACR)
285325,Canadian Association of Broadcasters,L'Association canadienne des radiodiffuseurs (ACR)
285326,Canadian Association of Broadcasters,L'Association canadienne des radiodiffuseurs (ACR)
285344,Maxim Power Corp.,null
285345,Writers Guild of Canada,null
285364,Progressive Contractors Association of Canada,null
285384,SNC-Lavalin Inc.,null
285404,Greater Toronto Marketing Alliance,null
285424,HP Enterprise Services,null
285444,Suntrition Inc.,null
285464,Egg Farmers of Ontario,null
285465,Canadian Renewable Fuels Association,Association Canadienne Des Carburants Renouvelables
285484,The Professional Association of Foreign Service Officers (PAFSO),L'Association professionnelle des agents du Service extérieur (l'APASE)
285524,Harry Winston Diamond Corporation,null
285544,Canadian Public Works Association,null
285564,Conference for Advanced Life Underwriting (CALU),null
285584,Audio Cine Films Inc,null
285604,Criterion Pictures,null
285624,Harry Winston Diamond Corporation,null
285625,Encana Corportation,null
285644,Sonomax Technologies,null
285645,Sonomax Technologies Inc.,null
285664,Sikorsky Aircraft Corporation,null
285684,Thomson Reuters Corp.,null
285704,Encana Corportation,null
285725,null,Conseil québécois de la coopération et de la mutualité
285744,Ivey Foundation,null
285764,Harry Winston Diamond Corporation,null
285784,Ultramar Ltd.,Ultramar Ltee.
285804,PROGRESS ENERGY RESOURCES CORP.,null
285805,CNH Industrial N.V.,null
285824,Cenovus Energy Inc.,null
285844,NexJ Systems,null
285884,Jazz Air Income Fund,null
285885,null,SOPROQ
285886,Ontario Campaign for Action on Tobacco,null
285904,Canadian Private Copying Collective,La Société canadienne de perception de la copie privée
285924,JANES FAMILY FOODS LTD.,null
285944,Canadian Dental Association,L'Association dentaire canadienne
285984,Canadian Publishers' Council,null
286004,Armatec Survivability,null
286024,Lystek International,null
286064,Detour Gold,null
286084,Ivey Foundation,null
286104,LifeScan Canada Ltd.,null
286124,Nexen Inc.,null
286144,NexJ Systems Inc.,null
286145,Advance Engineered Products Ltd.,null
286164,Multiple Sclerosis Society of Canada,Société canadienne de la sclérose en plaques
286165,NexJ Systems,null
286166,Aimia,null
286167,Aimia,null
286185,CNOOC International Limited,null
286186,Hiram Walker & Sons Limited,null
286187,Association of Consulting Engineering Companies - Canada/L’Association des firmes d’ingénieurs-conseils du Canada,null
286188,CNH Industrial N.V.,null
286189,Case New Holland Inc.,null
286205,PROGRESS ENERGY RESOURCES CORP.,null
286206,PROGRESS ENERGY RESOURCES CORP.,null
286207,PROGRESS ENERGY RESOURCES CORP.,null
286224,Mishkeegogamang Ojibway Nation,null
286225,OceanWorks International,null
286244,Ombudsman for Banking Services and Investments,null
286246,CNOOC International Limited,null
286264,Canadian Petroleum Products Institute,L'Institut canadien des produits pétroliers
286265,Avaya Canada Corp.,null
286266,Canadian Natural Resources Limited,null
286267,Ronald MacDonald House,null
286284,One Ocean Expeditions Inc.,null
286304,Mission Ready Services Inc.,null
286305,Avaya Canada Corp.,null
286306,Mission Ready Services Inc.,null
286307,Avaya Canada Corp.,null
286309,Avaya Canada Corp.,null
286324,Mishkeegogamang Ojibway Nation,null
286325,NexJ Systems,null
286344,AUG Signals,null
286345,The Nature Conservancy of Canada,Conservation de la Nature Canada
286364,null,Fédération des producteurs de bovins du Québec
286384,Keewaytinook Okimakanak/Nothern Chiefs Council,null
286404,One Ocean Expeditions Inc.,null
286424,Total E&P Canada Ltd.,null
286444,Total E&P Canada Ltd.,null
286465,Aimia,null
286484,Pharmacy Wholesale Services inc,null
286504,OFFSHORE SYSTEMS INTERNATIONAL LTD.,null
286505,Devon Canada Corporation,null
286524,null,Handicap International Canada
286544,Brewster Travel Canada,null
286564,Fashion Jewelry and Accessories Trade Association,null
286565,Industrial Rail Services Inc.,null
286584,Fashion Jewelry and Accessories Trade Association,null
286585,KPMG,null
286604,CNOOC International Limited,null
286605,CNOOC International Limited,null
286624,Vancouver International Airport Authority,null
286625,Interactive Gaming Council Canada,null
286626,Cote First Nation,null
286644,EDF - EN Canada Inc.,null
286664,iVentures Inc.,null
286684,BD Hamilton & Associates,null
286705,CORMER GROUP INDUSTRIES INC.,null
286724,CORMER GROUP INDUSTRIES INC.,null
286744,Canadian Gaming Association,null
286745,SPRUNG INSTANT STRUCTURES LTD.,null
286746,IBM CANADA LTD.,null
286747,CAE Inc.,null
286764,Altus Group Inc.,null
286765,iVentures Inc.,null
286766,Research in Motion Ltd.,null
286784,University of Windsor,null
286804,null,PLB International Inc.
286805,null,2736-3811 Québec Inc. (Ramagex)
286824,null,Agromex Inc.
286844,ASSOCIATION OF CANADIAN PUBLISHERS,null
286864,Cambridge Meat Packers Limited,null
286884,1573903 Ontario Ltd. operating as Cedarline Greenhouses,null
286904,Hitachi Construction Truck Manufacturing,null
286924,ASSOCIATION OF CANADIAN PUBLISHERS,null
286925,ASSOCIATION OF CANADIAN PUBLISHERS,null
286926,ASSOCIATION OF CANADIAN PUBLISHERS,null
286944,Nestle Canada,null
286964,Forrester,null
286965,Canadian Gaming Association,null
286984,Rheinmetall Canada Inc.,null
287004,BHP Billiton Canada Inc,null
287024,QUEST - Quality Urban Energy Systems of Tomorrow,QUEST - Systemes d'energie de qualite our les villes de demain
287025,MAGELLAN AEROSPACE CORPORATION,null
287026,HEROUX DEVTEK,null
287027,TELEPHONICS,null
287028,MAGELLAN AEROSPACE CORPORATION,null
287044,University of Ontario Institute of Technology,null
287045,World Bio-Fibre Technology Inc.,null
287064,Clearly Contacts,null
287085,Air Canada Pilots Association,Association des Pilotes d'Air Canada
287104,Torontair,null
287124,Talisman Energy Inc.,null
287144,Novartis Pharmaceuticals Canada Inc,null
287146,Plan Canada,null
287164,Route 1 Inc.,null
287165,Terratech Inc.,null
287184,Rapiscan Systems,null
287204,Janssen Inc.,null
287224,Motorcyclists Confederation of Canada,Confédération motocycliste du Canada
287225,Motorcyclists Confederation of Canada,Confédération motocycliste du Canada
287244,News Canada,null
287264,BHP Billiton Canada Inc.,null
287265,Cliffs Natural Resources Inc.,null
287266,Enerkem,null
287284,John C Munro Hamilton International Airport,null
287304,CO Solution,null
287324,Canadian Network Operators Consortium,null
